ABBloodGroupTestResult,9_1_8655
AnalPenetration,SexualPenetration
SexualPenetration,NAMEDSexualProcess
AnalSphincter,NAMEDGITractBodyPart
AnalSphincter,NAMEDSphincter
AnalSphincter,23_1_599
AnalSphincter,23_1_600
NAMEDSphincter,Sphincter
SphincterAniMuscle,NAMEDStriatedMuscle
SphincterAniMuscle,23_1_612
SphincterAniMuscle,23_1_9863
AnalWallMucosa,9_1_1148
Analgesia,9_1_1149
Pain,9_1_5895
Pain,23_1_206
Analogue,NAMEDDrugClinicalFeature
AnalysingProcess,ExaminingProcess
Anaphylaxis,9_1_12811
Anaphylaxis,23_1_609
ImmuneResponse,NAMEDImmunologicalProcess
Immediacy,TemporalFeature
immediate,ImmediacyState
veryHighActivityLevel,9_1_10624
VerySevereSeverity,9_1_11544
AnaplasticProcess,DysplasticProcess
DysplasticProcess,AbnormalGrowthProcess
AnaplasticTumour,9_1_1151
NeoplasticLesion,9_1_5557
TumourHistology,HistologicalAppearance
CellDifferentiation,9_1_13260
AnaplpasticLargeCellLymphoma,LargeCellImmunoblasticLymphoma
LargeCellImmunoblasticLymphoma,NonHodgkinsLymphoma
AnastomosisProcess,9_1_1152
AnastomosisProcess,23_1_534
AnastomosisStructure,BodyConnection
AnastomosisStructure,23_1_534
AnastomoticBranch,NAMEDSystemicArtery
AnastomoticBranch,23_1_612
atLeastPaired,PairedOrUnpairedStatus
AnastomoticLoops,NAMEDSystemicArtery
AnastomoticLoops,23_1_612
AnastomoticLoops,23_1_613
ArteriaeRectaeOfSmallIntestine,NAMEDSystemicArtery
ArteriaeRectaeOfSmallIntestine,ArteriaeRectae
ArteriaeRectaeOfSmallIntestine,23_1_1581
Anastrozole,NAMEDActiveDrugIngredient
Anastrozole,23_1_269
AnatomicalEndArtery,9_1_1153
EndArteryRole,VascularRole
AnatomicalLayer,9_1_1154
AnatomicalNeckOfHumerus,NeckOfHumerus
NeckOfHumerus,9_1_5533
AnatomicalNormalisingProcess,NormalisingProcess
NormalisingProcess,GenericProcess
AnatomicalShape,Shape
SurfaceRegion,9_1_7568
quarterCircular,circular
AnatomicalSurfaceTriangle,9_1_11170
triangular,polygonal
AnatomicalSystem,BodySystem
BodySystem,System
AnatomicalSystemSign,9_1_1157
AnatomyInBodyCavity,9_1_1158
AnatomyOfBack,9_1_1159
Back,NAMEDTrunkBodyPart
Back,23_1_1783
Back,23_1_1789
Back,23_1_2255
Back,23_1_2256
Back,23_1_2257
Back,23_1_2258
Back,23_1_2259
Back,23_1_2260
Back,23_1_2261
Back,23_1_2262
Back,23_1_2263
Back,23_1_2264
Back,23_1_2265
Back,23_1_2266
AnatomyWithinFemalePelvicCavity,9_1_1161
FemalePelvicCavity,9_1_11171
FemalePelvicCavity,23_1_4916
FemalePelvicCavity,23_1_4917
FemalePelvicCavity,23_1_4918
FemalePelvicCavity,23_1_4919
FemalePelvicCavity,23_1_4920
FemalePelvicCavity,23_1_4921
FemalePelvicCavity,23_1_4922
FemalePelvicCavity,23_1_4923
FemalePelvicCavity,23_1_4924
FemalePelvicCavity,23_1_4925
FemalePelvicCavity,23_1_4926
FemalePelvicCavity,23_1_4927
FemalePelvicCavity,23_1_4928
AnatomyWithinMalePelvicCavity,9_1_1162
MalePelvicCavity,9_1_11172
MalePelvicCavity,23_1_7066
MalePelvicCavity,23_1_7067
MalePelvicCavity,23_1_7068
MalePelvicCavity,23_1_7069
AnatomyWithinPelvicCavity,9_1_1163
PelvicCavity,AbstractCavity
PelvicCavity,23_1_84
PelvicCavity,23_1_91
PelvicCavity,23_1_107
PelvicCavity,23_1_117
PelvicCavity,23_1_770
PelvicCavity,23_1_8207
PelvicCavity,23_1_8208
PelvicCavity,23_1_8209
PelvicCavity,23_1_8210
PelvicCavity,23_1_8211
PelvicCavity,23_1_8212
PelvicCavity,23_1_8213
PelvicCavity,23_1_8214
PelvicCavity,23_1_8215
PelvicCavity,23_1_8216
PelvicCavity,23_1_8217
PelvicCavity,23_1_8218
PelvicCavity,23_1_8219
PelvicCavity,23_1_8220
PelvicCavity,23_1_8221
PelvicCavity,23_1_8222
PelvicCavity,23_1_8223
PelvicCavity,23_1_8224
PelvicCavity,23_1_8225
PelvicCavity,23_1_8226
PelvicCavity,23_1_8227
PelvicCavity,23_1_8228
PelvicCavity,23_1_8229
PelvicCavity,23_1_8230
PelvicCavity,23_1_8231
PelvicCavity,23_1_8232
PelvicCavity,23_1_8233
PelvicCavity,23_1_8234
PelvicCavity,23_1_8235
PelvicCavity,23_1_8236
AnatomyWithinThoracicCavity,9_1_1164
ThoracicCavity,9_1_7931
ThoracicCavity,23_1_10474
ThoracicCavity,23_1_10475
ThoracicCavity,23_1_10476
ThoracicCavity,23_1_10477
ThoracicCavity,23_1_10478
ThoracicCavity,23_1_10479
ThoracicCavity,23_1_10480
ThoracicCavity,23_1_10481
ThoracicCavity,23_1_10482
ThoracicCavity,23_1_10483
ThoracicCavity,23_1_10484
ThoracicCavity,23_1_10485
ThoracicCavity,23_1_10486
ThoracicCavity,23_1_10487
ThoracicCavity,23_1_10488
ThoracicCavity,23_1_10489
ThoracicCavity,23_1_10490
Ancodonta,Suiformes
Suiformes,Artiodactyla
Anconeus,NAMEDStriatedMuscle
Anconeus,23_1_202
Anconeus,23_1_257
ElbowJoint,NAMEDLimbJoint
ElbowJoint,23_1_2420
ElbowJoint,23_1_4423
ElbowJoint,23_1_4424
ElbowJoint,23_1_4425
Ancrod,NAMEDActiveDrugIngredient
Ancylostoma,Ancylostomatidae
Ancylostomatidae,Strongyloidea
AncylostomaCaninum,Ancylostoma
AncylostomaDuodenale,Ancylostoma
Strongyloidea,Nematoda
AndersenDisease,NAMEDSystemicDisease
LysosomalAccumulation,9_1_5159
Androgen,9_1_1168
AndrogenicRole,SexHormoneRole
AndrogenDependentTumour,NAMEDEndocrineSystemDiseaseProcess
NAMEDEndocrineSystemDiseaseProcess,PathologicalProcess
NAMEDEndocrineSystemDiseaseProcess,23_1_1267
AndrogenHyposecretion,9_1_1169
Hyposecretion,9_1_9014
AndrogenToOestrogenConversionEnzyme,NAMEDEnzyme
AndrogenicAlopecia,LocalisedScalpAlopecia
AndrogenicEffect,NAMEDEndocrineSystemDiseaseProcess
AndrogenicHormone,9_1_1170
SexHormoneRole,HormoneRole
Androstenedione,NAMEDOrganicComplexChemical
Androstenedione,23_1_504
Androstenedione,23_1_629
Androsterone,NAMEDOrganicComplexChemical
Androsterone,23_1_504
Androsterone,23_1_629
Anemone,Ranunculidae
Anencephaly,NAMEDSyndrome
Anencephaly,23_1_289
CerebellarHemisphere,NAMEDNervousSystemPart
CerebellarHemisphere,23_1_440
CerebralHemisphere,NAMEDNervousSystemPart
CerebralHemisphere,23_1_419
CerebralHemisphere,23_1_2299
CerebralHemisphere,23_1_2300
CerebralHemisphere,23_1_2301
CerebralHemisphere,23_1_2303
CerebralHemisphere,23_1_3094
CerebralHemisphere,23_1_3095
CerebralHemisphere,23_1_3096
PlanarDefect,NonnormalBodyCavity
PlanarDefect,23_1_534
Skull,ComplexSkeletalStructure
Skull,23_1_3123
Skull,23_1_3719
Skull,23_1_4794
Skull,23_1_5598
Skull,23_1_6431
Skull,23_1_9739
Skull,23_1_9740
Skull,23_1_9741
Skull,23_1_9742
Skull,23_1_9743
Skull,23_1_9744
Skull,23_1_9745
Skull,23_1_9746
Skull,23_1_9747
Skull,23_1_9748
Skull,23_1_9749
Skull,23_1_9750
Skull,23_1_9751
Skull,23_1_9752
Skull,23_1_9753
Skull,23_1_9754
Skull,23_1_9755
Skull,23_1_9756
Skull,23_1_9757
Skull,23_1_9758
Skull,23_1_9759
Skull,23_1_9760
Skull,23_1_9761
Skull,23_1_9762
Skull,23_1_9763
Skull,23_1_9764
Skull,23_1_9765
Skull,23_1_9766
Skull,23_1_9767
Skull,23_1_9768
Skull,23_1_9769
Skull,23_1_9770
Skull,23_1_9771
Skull,23_1_9772
Skull,23_1_9773
Skull,23_1_9774
Skull,23_1_9775
Skull,23_1_9776
Anethole,NAMEDActiveDrugIngredient
AneurysmOfCircleOfWillis,9_1_1174
CircleOfWillis,NAMEDCVSBodyPart
CircleOfWillis,23_1_553
CircleOfWillis,23_1_1095
CircleOfWillis,23_1_1323
CircleOfWillis,23_1_3245
CircleOfWillis,23_1_3246
CircleOfWillis,23_1_3247
CircleOfWillis,23_1_3248
CircleOfWillis,23_1_3249
CircleOfWillis,23_1_3250
CircleOfWillis,23_1_3251
AneurysmOfCoronaryVessels,9_1_1175
CoronaryArtery,NAMEDSystemicArtery
CoronaryArtery,23_1_16
CoronaryArtery,23_1_614
CoronaryArtery,23_1_3668
AneurysmOfHeart,9_1_1176
Heart,InternalOrgan
Heart,23_1_2931
Heart,23_1_5655
Heart,23_1_5656
Heart,23_1_5657
Heart,23_1_5658
Heart,23_1_5659
Heart,23_1_5660
Heart,23_1_5661
Heart,23_1_5662
Heart,23_1_5663
Heart,23_1_5664
Heart,23_1_5665
Heart,23_1_5666
Heart,23_1_5667
Heart,23_1_5668
Heart,23_1_5669
Heart,23_1_5670
Heart,23_1_5671
Heart,23_1_5672
Heart,23_1_5673
Heart,23_1_5674
Heart,23_1_5675
Heart,23_1_5676
Heart,23_1_5677
Heart,23_1_5678
Heart,23_1_5679
Heart,23_1_5680
AneurysmOfMeningealArtery,9_1_1177
MeningealArtery,NAMEDSystemicArtery
MeningealArtery,23_1_440
MeningealArtery,23_1_1323
MeningealArtery,23_1_7281
AngelcyckProsthesis,SurgicalCardiacSphincterProsthesis
SurgicalCardiacSphincterProsthesis,9_1_12787
Anger,AngerOrPlacidity
AngerOrPlacidity,EmotiveProcess
AngerSymptom,9_1_1178
AnginaClassI,AnginaPectoris
AnginaPectoris,9_1_1179
AnginaClassII,AnginaPectoris
AnginaClassIII,AnginaPectoris
AnginaClassIV,AnginaPectoris
AnginaDecubitus,AnginaPectoris
MyocardialIschaemiaLesion,9_1_5494
Angioedema,9_1_11179
SubcutaneousOedema,9_1_7452
peracute,ChronicityState
Angioscope,9_1_10666
NonDirectInspecting,Inspecting
BloodVessel,LymphOrBloodVessel
BloodVessel,23_1_2516
BloodVessel,23_1_2517
Angioscopy,9_1_9074
FibreopticScope,9_1_8951
Angiosperms,Spermatopsida
Spermatopsida,LandPlant
Angiotensin,Peptide
Angiotensin,23_1_507
Peptide,OrganicComplexChemical
PosteriorLobeOfPituitaryGland,9_1_6331
AngiotensinConvertingEnzyme,NAMEDEnzyme
AngiotensinTwoReceptor,NAMEDReceptor
Angle,GenericInternalStructure
GenericInternalStructure,GenericBodyStructure
GenericInternalStructure,23_1_408
AngleOfAnteriorChamberOfEye,9_1_1183
AngleOfAnteriorChamberOfEye,23_1_644
Commissure,GenericBodyStructure
AnteriorChamberOfEye,9_1_1645
AnteriorChamberOfEye,23_1_1310
AnteriorChamberOfEye,23_1_1311
AnteriorChamberOfEye,23_1_1312
AnteriorChamberOfEye,23_1_1313
AnteriorChamberOfEye,23_1_1314
AnteriorChamberOfEye,23_1_1315
AnteriorChamberOfEye,23_1_1316
AnteriorChamberOfEye,23_1_1317
AnteriorChamberOfEye,23_1_1318
surfaceVisible,SurfaceVisibilityStatus
AngleOfMandible,9_1_1184
AngleOfMandible,23_1_440
Mandible,FlatBone
Mandible,NAMEDBone
Mandible,23_1_4805
Mandible,23_1_6850
Mandible,23_1_7106
Mandible,23_1_7107
Mandible,23_1_7108
Mandible,23_1_7109
AngleOfMouth,9_1_1185
Lip,NAMEDHeadSurfaceBodyPart
Lip,23_1_677
Lip,23_1_3162
Lip,23_1_6850
AngleOfRib,9_1_1186
Rib,FlatBone
Rib,23_1_440
AngleOfScapula,9_1_1187
AngledBasketForcep,BasketForcep
BasketForcep,Forcep
AngularGyrus,CerebralGyrus
CerebralGyrus,9_1_2575
AngularMeasurement,AbsoluteMeasurement
AngularMeasurementUnit,CompositeUnit
AngularMeasurementValue,NumericQuantity
AngularPlate,Plate
Plate,SurgicalInternalFixationDevice
Angulation,NAMEDDrugClinicalFeature
AngulationOfPenis,ErectileDeformity
ErectileDeformity,ErectileDysfunction
Anhidrosis,9_1_13164
Anhidrosis,23_1_143
Sweating,NAMEDPhysiologicalProcess
Sweating,23_1_10218
Sweating,23_1_10219
veryLowLevel,lowLevel
AnhidrosisSymptom,9_1_1189
NonSpecificSymptomRole,SymptomRole
AnhydrousGlucoseDrugIngredient,GlucoseDrugIngredient
GlucoseDrugIngredient,9_1_4076
AnhydrousLanolin,WoolFat
WoolFat,NAMEDAnimalSubstance
AnhydrousLignocaineHydrochloride,LignocaineHydrochloride
LignocaineHydrochloride,Lignocaine
AnhydrousSodiumAcidPhosphate,SodiumAcidPhosphate
SodiumAcidPhosphate,NAMEDActiveDrugIngredient
SodiumAcidPhosphate,23_1_2865
Animal,Opisthokonts
Opisthokonts,MultiCellularEukaryota
Anise,NAMEDActiveDrugIngredient
AniseOil,NAMEDActiveDrugIngredient
Aniseed,NAMEDActiveDrugIngredient
Anistreplase,NAMEDActiveDrugIngredient
Ankle,ExtremityJointPart
Ankle,23_1_650
Ankle,23_1_651
Ankle,23_1_652
Ankle,23_1_653
Ankle,23_1_654
Ankle,23_1_655
Ankle,23_1_656
Ankle,23_1_657
Ankle,23_1_658
ExtremityJointPart,MainExtremityBodyPart
Leg,ExtremityLongPart
Leg,23_1_661
Leg,23_1_6732
Leg,23_1_6733
Leg,23_1_6734
Leg,23_1_6735
Leg,23_1_6736
Leg,23_1_6737
Leg,23_1_6738
Leg,23_1_6739
Leg,23_1_6740
Leg,23_1_6741
Leg,23_1_6742
Leg,23_1_6743
Leg,23_1_6744
Leg,23_1_6745
Leg,23_1_6746
Leg,23_1_6747
Leg,23_1_6748
Leg,23_1_6749
Leg,23_1_6750
Leg,23_1_6751
Leg,23_1_6752
Leg,23_1_6753
Leg,23_1_6754
Leg,23_1_6755
Leg,23_1_6756
Leg,23_1_6757
Foot,HandOrFoot
Foot,23_1_658
Foot,23_1_5148
Foot,23_1_5149
Foot,23_1_5150
Foot,23_1_5151
Foot,23_1_5152
Foot,23_1_5153
Foot,23_1_5154
Foot,23_1_5155
Foot,23_1_5156
Foot,23_1_5157
Foot,23_1_5158
Foot,23_1_5159
Foot,23_1_5160
Foot,23_1_5161
Foot,23_1_5162
Foot,23_1_5163
AnkleJoint,NAMEDLimbJoint
Calcaneum,TarsalBone
Calcaneum,23_1_2859
InferiorTibioFibularJoint,TibioFibularJoint
InferiorTibioFibularJoint,23_1_6055
InferiorTibioFibularJoint,23_1_6056
InferiorTibioFibularJoint,23_1_6057
TarsalTunnel,BodyCavity
TarsalTunnel,23_1_6057
TarsalTunnel,23_1_10316
TarsalTunnel,23_1_10317
AnkleAndFoot,MainExtremityBodyPart
AnkleAndFoot,23_1_659
AnkleAndFoot,23_1_660
AnkleAndFoot,23_1_661
MainExtremityBodyPart,ExtremityBodyPart
LowerExtremity,9_1_5079
LowerExtremity,23_1_6924
LowerExtremity,23_1_6925
LowerExtremity,23_1_6926
LowerExtremity,23_1_6927
LowerExtremity,23_1_6928
LowerExtremity,23_1_6929
LowerExtremity,23_1_6930
LowerExtremity,23_1_6931
LowerExtremity,23_1_6932
LowerExtremity,23_1_6933
AnkleExamination,9_1_10181
NAMEDLimbJoint,NAMEDJoint
NAMEDLimbJoint,23_1_440
AnkleJointExamination,9_1_10182
AnkleLigament,NAMEDLigament
AnkleOedema,9_1_9626
OedemaProcess,NAMEDPathologicalProcess
AnkleOedemaSymptom,9_1_1192
OedemaSymptom,9_1_5757
AnkleSign,9_1_1194
AnkleSwellingSymptom,9_1_1195
AnkleSymptom,9_1_1196
AnkylosingSpondylitis,NAMEDDisorder
Ankylosis,9_1_1199
SpinalJoint,9_1_7335
FusionLesion,9_1_3963
Joint,NAMEDSkeletalStructure
Annelid,Helminth
Helminth,NonArthropod
Helminth,NonHuman
Helminth,23_1_253
Annellida,NonArthropod
Annellida,NonHuman
NonArthropod,Metazoa
NonHuman,Metazoa
AnnularCataract,NuclearCataract
NuclearCataract,9_1_5701
AnnularPlexus,NAMEDNervePlexus
NAMEDNervePlexus,Plexus
NAMEDNervePlexus,23_1_1776
NAMEDNervePlexus,23_1_3690
AnomalousPulmonaryVenousConnection,9_1_9086
AnomalousPulmonaryVenousConnection,23_1_143
NonnormalBodyConnection,9_1_3907
PulmonaryVein,NAMEDPulmonarySystemVein
PulmonaryVein,23_1_419
PulmonaryVein,23_1_1210
PulmonaryVein,23_1_1476
PulmonaryVein,23_1_2727
PulmonaryVein,23_1_2931
Anonymous-1,9_1_1200
Anonymous-1,23_1_671
InterphalangealJointOfSecondToe,9_1_4599
FlexorDigitorumBrevisOfFoot,NAMEDStriatedMuscle
Anonymous-10,9_1_13168
Anonymous-10,23_1_206
absence,Existentiality
GeneralisedSubstance,Phenomenon
OrganicSolidStructure,SolidStructure
physiological,PathologicalOrPhysiologicalStatus
Anonymous-100,9_1_13079
Anonymous-101,9_1_1001
Anonymous-101,23_1_674
SartoriusMuscle,NAMEDStriatedMuscle
SartoriusMuscle,23_1_257
SartoriusMuscle,23_1_5928
Anonymous-102,9_1_1201
Anonymous-102,23_1_676
InterphalangealJointOfRingFinger,9_1_4598
ThirdLumbricalOfHand,9_1_7913
Anonymous-103,9_1_10726
Anonymous-103,23_1_677
exactlyPaired,atLeastPaired
Anonymous-104,9_1_1202
Anonymous-104,23_1_679
Hypothalamus,NAMEDGland
Hypothalamus,23_1_441
Hypothalamus,23_1_2310
Hypothalamus,23_1_2311
Hypothalamus,23_1_5890
Hypothalamus,23_1_5891
Hypothalamus,23_1_5892
Hypothalamus,23_1_5893
Corticoliberin,NAMEDOrganicComplexChemical
Corticoliberin,23_1_507
Anonymous-105,9_1_11187
Anonymous-105,23_1_206
Behaviour,BiologicalProcess
normal,NormalOrNonNormalStatus
Anonymous-106,9_1_1204
Anonymous-106,23_1_682
Anonymous-107,9_1_1205
Anonymous-107,23_1_684
FourthMetatarsoPhalangealJoint,MetatarsoPhalangealJoint
FourthMetatarsoPhalangealJoint,23_1_4124
SecondPlantarInterosseusMuscleOfFoot,9_1_6975
Anonymous-108,9_1_1206
Anonymous-108,23_1_682
Anonymous-109,9_1_10667
Anonymous-11,9_1_1208
Anonymous-11,23_1_686
IliacusMuscle,NAMEDStriatedMuscle
Anonymous-110,9_1_10095
Anonymous-110,23_1_687
Anonymous-111,9_1_1209
Anonymous-111,23_1_682
Anonymous-112,9_1_1210
Anonymous-112,23_1_206
Anonymous-113,9_1_1211
Anonymous-113,23_1_676
FourthMetacarpoPhalangealJoint,MetacarpoPhalangealJoint
FourthMetacarpoPhalangealJoint,23_1_4052
Anonymous-114,9_1_8647
Anonymous-114,23_1_206
Anonymous-115,9_1_1213
T3root,ThoracicNerveRoot
Anonymous-116,9_1_10755
Anonymous-116,23_1_693
HypoxanthineGuaninePhosphoRibosylTransferase,NAMEDEnzyme
LeschNyhanSyndrome,NAMEDSyndrome
LeschNyhanSyndrome,23_1_6763
LeschNyhanSyndrome,23_1_6769
LeschNyhanSyndrome,23_1_6770
LeschNyhanSyndrome,23_1_6771
Anonymous-117,9_1_1215
Anonymous-117,23_1_695
TibialisPosterior,NAMEDStriatedMuscle
TibialisPosterior,23_1_198
TibialisPosterior,23_1_5104
TibialisPosterior,23_1_10561
Anonymous-118,9_1_13180
IntrinsicallyPathologicalBodyProcess,9_1_1519
LymphoedemaProcess,9_1_13167
Anonymous-119,9_1_10421
Anonymous-119,23_1_206
Anonymous-12,9_1_13029
ChemoreceptorSystem,AnatomicalSystem
ChemoreceptorSystem,23_1_3172
Anonymous-120,9_1_1201
Anonymous-120,23_1_697
ThirdPalmarInterosseusMuscleOfHand,9_1_7922
Anonymous-121,9_1_11188
Anonymous-121,23_1_206
Anonymous-122,9_1_12448
Anonymous-122,23_1_700
Anonymous-123,9_1_10756
Anonymous-123,23_1_702
GalactoseOneSulphatase,AcidHydrolase
MorquioSyndrome,NAMEDSyndrome
Anonymous-124,9_1_10069
Anonymous-124,23_1_673
Anonymous-125,9_1_1221
Anonymous-125,23_1_704
InterphalangealJointOfFourthToe,9_1_4590
ThirdLumbricalOfFoot,9_1_7912
Anonymous-126,9_1_13181
Anonymous-126,23_1_707
GramStainingTest,9_1_12939
MicroscopyInvestigation,9_1_5332
Anonymous-127,9_1_1223
Anonymous-127,23_1_709
Gelatin,Protein
Anonymous-128,9_1_1224
Anonymous-129,9_1_10598
Anonymous-129,23_1_712
Cortisol,NAMEDOrganicComplexChemical
Cortisol,23_1_495
Cortisol,23_1_2400
CytochromeP450C11,CytochromeP450
Anonymous-13,9_1_12917
Anonymous-13,23_1_687
Anonymous-130,9_1_1226
Anonymous-130,23_1_714
InterphalangealJointOfThirdToe,9_1_4600
FourthDorsalInterosseusMuscleOfFoot,9_1_3912
Anonymous-131,9_1_1215
Anonymous-131,23_1_715
PeroneusLongus,PeroneusMuscle
PeroneusLongus,23_1_8388
PeroneusLongus,23_1_8389
Anonymous-132,9_1_10580
Anonymous-132,23_1_206
Anonymous-133,9_1_10643
TreponemaPallidumAntigen,9_1_8860
Anonymous-134,9_1_1002
Anonymous-134,23_1_717
Anonymous-135,9_1_1003
Anonymous-135,23_1_682
Anonymous-136,9_1_1228
Anonymous-136,23_1_719
PinealGland,NAMEDGland
PinealGland,23_1_16
PinealGland,23_1_441
PinealGland,23_1_8448
PinealGland,23_1_8449
PinealGland,23_1_8450
Melatonin,NAMEDOrganicComplexChemical
Melatonin,23_1_507
Anonymous-137,9_1_1223
Anonymous-137,23_1_720
EtherifiedStarch,NAMEDActiveDrugIngredient
Anonymous-138,9_1_1182
Anonymous-138,23_1_721
Anonymous-139,9_1_1229
Anonymous-139,23_1_723
Shaft,NAMEDSolidBoneDivisions
Tibia,LongBone
Tibia,23_1_10544
Tibia,23_1_10545
Tibia,23_1_10546
MedialCollateralLigament,9_1_12828
Anonymous-14,9_1_895
Anonymous-14,23_1_724
ThirdDorsalInterosseusMuscleOfHand,9_1_7907
Anonymous-140,9_1_1230
Anonymous-140,23_1_726
InorganicSubstance,9_1_4543
InorganicRole,OrganicOrInorganicRole
Anonymous-141,9_1_1231
Anonymous-141,23_1_682
CervicalSpine,ComplexSkeletalStructure
CervicalSpine,23_1_3123
CervicalSpine,23_1_3124
CervicalSpine,23_1_3125
Anonymous-142,9_1_1232
ChronicLymphocyticLeukaemia,9_1_10791
TCellLymphocytosis,9_1_12578
Anonymous-143,9_1_10757
Anonymous-143,23_1_730
IduronateSulphatase,AcidHydrolase
HunterSyndrome,NAMEDSyndrome
Anonymous-144,9_1_10668
BodyAsAWhole,BodyStructure
BodyAsAWhole,23_1_16
BodyAsAWhole,23_1_2522
BodyAsAWhole,23_1_2523
BodyAsAWhole,23_1_2524
BodyAsAWhole,23_1_2525
Anonymous-145,9_1_1003
Anonymous-145,23_1_732
GluteusMaxiumus,NAMEDStriatedMuscle
Anonymous-146,9_1_11190
Anonymous-146,23_1_206
Collection,Phenomenon
Collection,ModifierConcept
Anonymous-147,9_1_1236
Anonymous-147,23_1_734
InterphalangealJointOfFinger,9_1_4589
ExtensorDigitorumOfHand,NAMEDStriatedMuscle
ExtensorDigitorumOfHand,23_1_202
ExtensorDigitorumOfHand,23_1_257
ExtensorDigitorumOfHand,23_1_4640
ExtensorDigitorumOfHand,23_1_4642
Anonymous-148,9_1_1237
Anonymous-148,23_1_735
GluteusMinimus,NAMEDStriatedMuscle
Anonymous-149,9_1_10071
Anonymous-149,23_1_534
Anonymous-15,9_1_1001
Anonymous-15,23_1_736
Anonymous-150,9_1_10096
Anonymous-150,23_1_534
Anonymous-151,9_1_1239
Anonymous-152,9_1_1240
PartOfBack,9_1_5964
PartOfBack,23_1_440
Anonymous-153,9_1_1241
Anonymous-153,23_1_739
OpponensPollicis,NAMEDStriatedMuscle
Anonymous-154,9_1_10754
Anonymous-154,23_1_740
Anonymous-155,9_1_10069
Anonymous-155,23_1_687
Anonymous-156,9_1_1242
Anonymous-156,23_1_742
SkinOfLeg,9_1_7209
posteriorSelection,AnteriorPosteriorPositionSelector
S2Dermatome,Dermatome
S2Dermatome,23_1_1235
Anonymous-157,9_1_10668
Anonymous-158,9_1_13177
Anonymous-158,23_1_206
Anonymous-159,9_1_1243
S1root,SacralNerveRoot
Anonymous-16,9_1_1202
Anonymous-16,23_1_744
Thyroliberin,Peptide
Thyroliberin,23_1_507
Anonymous-160,9_1_1047
Anonymous-160,23_1_745
Deoxycorticosterone,NAMEDOrganicComplexChemical
Deoxycorticosterone,23_1_504
Anonymous-161,9_1_10072
Anonymous-161,23_1_534
Anonymous-162,9_1_12446
Anonymous-162,23_1_443
Anonymous-163,9_1_1245
Anonymous-163,23_1_747
SurfaceOfCrownOfTooth,9_1_7554
occlusalSelection,OcclusalNonOcclusalSelector
FossaOfTooth,NAMEDOralCavityBodyPart
Anonymous-164,9_1_1246
Anonymous-164,23_1_739
Anonymous-165,9_1_883
Anonymous-165,23_1_748
Anonymous-166,9_1_1247
Anonymous-166,23_1_32
Palm,NAMEDSurfaceSubpart
Palm,23_1_8036
Palm,23_1_8037
Palm,23_1_8038
Anonymous-167,9_1_1001
Anonymous-167,23_1_750
PsoasMuscle,NAMEDStriatedMuscle
Anonymous-168,9_1_1248
Anonymous-168,23_1_752
Penis,NAMEDMaleGenitalSurfaceBodyPart
Penis,23_1_16
Penis,23_1_7073
Penis,23_1_8269
Penis,23_1_8270
Penis,23_1_8271
Penis,23_1_8272
Penis,23_1_8273
Penis,23_1_8274
Penis,23_1_8275
Penis,23_1_8276
Penis,23_1_8277
Penis,23_1_8278
Penis,23_1_8279
Penis,23_1_8280
Penis,23_1_8281
Penis,23_1_8282
Penis,23_1_8283
Penis,23_1_8284
Penis,23_1_8285
PenileHydraulicProsthesis,9_1_6115
Anonymous-169,9_1_10073
Anonymous-169,23_1_206
Anonymous-17,9_1_1250
L4root,LumbarNerveRoot
Anonymous-170,9_1_1215
Anonymous-170,23_1_754
FlexorDigitorumLongusOfLeg,NAMEDStriatedMuscle
FlexorDigitorumLongusOfLeg,23_1_198
FlexorDigitorumLongusOfLeg,23_1_5104
Anonymous-171,9_1_894
Anonymous-171,23_1_754
Anonymous-172,9_1_1251
Anonymous-172,23_1_682
InwardVersion,VersionRotatingProcess
TransverseTarsalJoint,IntertarsalJoint
TransverseTarsalJoint,23_1_5746
TransverseTarsalJoint,23_1_10678
TransverseTarsalJoint,23_1_10679
Anonymous-173,9_1_13170
Anonymous-173,23_1_673
Anonymous-174,9_1_1252
Anonymous-174,23_1_757
Stabilizing,SolidFasteningProcess
Patella,SessamoidBone
Patella,23_1_8166
Patella,23_1_8167
Patella,23_1_8168
Patella,23_1_8169
Patella,23_1_8170
Patella,23_1_8171
Patella,23_1_8172
VastusMedialis,NAMEDStriatedMuscle
VastusMedialis,23_1_257
VastusMedialis,23_1_7210
VastusMedialis,23_1_9085
VastusMedialis,23_1_11006
Anonymous-175,9_1_11207
Anonymous-175,23_1_206
Anonymous-176,9_1_1253
Anonymous-176,23_1_759
GastrointestinalTract,NAMEDGITractBodyPart
GastrointestinalTract,23_1_5354
GastrointestinalTract,23_1_5355
GastrointestinalTract,23_1_5356
GastrointestinalTract,23_1_5357
GastrointestinalTract,23_1_5358
GastrointestinalTract,23_1_5359
MuscularisMucosae,9_1_11557
Anonymous-177,9_1_1254
PartOfSkinOfBack,9_1_5989
RightRegionOfBack,PartOfBack
RightRegionOfBack,23_1_931
Anonymous-178,9_1_1255
Anonymous-178,23_1_682
MetatarsoPhalangealJoint,NAMEDLimbJoint
Anonymous-179,9_1_1237
Anonymous-179,23_1_682
Anonymous-18,9_1_1256
Anonymous-18,23_1_763
ParathyroidGland,NAMEDGland
ParathyroidGland,23_1_440
ParathyroidGland,23_1_441
ParathyroidGland,23_1_3128
