ABBloodGroupTestResult,9_1_8655
Anonymous-277,9_1_11132
Anonymous-277,23_1_612
BodyPart,BodyStructure
BodyPart,23_1_680
Anonymous-278,9_1_1335
Anonymous-278,23_1_862
ExtensorCarpiRadialisBrevis,NAMEDStriatedMuscle
ExtensorCarpiRadialisBrevis,23_1_202
ExtensorCarpiRadialisBrevis,23_1_257
ExtensorCarpiRadialisBrevis,23_1_4640
Anonymous-279,9_1_1011
Anonymous-279,23_1_863
Anonymous-28,9_1_1336
L5root,LumbarNerveRoot
Anonymous-280,9_1_10095
Anonymous-280,23_1_673
Anonymous-281,9_1_10079
Anonymous-281,23_1_687
Anonymous-282,9_1_1312
Anonymous-282,23_1_865
PeroneusTertius,PeroneusMuscle
PeroneusTertius,23_1_4641
PeroneusTertius,23_1_8390
Anonymous-283,9_1_882
Anonymous-283,23_1_748
Anonymous-284,9_1_1338
Anonymous-284,23_1_867
ThirdMetatarsoPhalangealJoint,MetatarsoPhalangealJoint
ThirdMetatarsoPhalangealJoint,23_1_4144
FourthPlantarInterosseusMuscleOfFoot,9_1_3927
Anonymous-285,9_1_10763
Anonymous-285,23_1_869
GalactoseOnePhosphateUridylTransferase,NAMEDEnzyme
Galactosaemia,NAMEDSystemicDisease
Anonymous-286,9_1_1258
Anonymous-286,23_1_682
Anonymous-287,9_1_1340
Anonymous-287,23_1_871
Endothelium,Integument
Anonymous-288,9_1_10080
Anonymous-288,23_1_673
Anonymous-289,9_1_1304
Anonymous-289,23_1_872
TeresMinorMuscle,NAMEDStriatedMuscle
TeresMinorMuscle,23_1_6110
TeresMinorMuscle,23_1_6111
TeresMinorMuscle,23_1_10383
Anonymous-29,9_1_1342
Anonymous-29,23_1_873
SecondPalmarInterosseusMuscleOfHand,9_1_6974
Anonymous-290,9_1_1343
IonisationFeature,ChemicalFeature
ionic,IonicOrNonIonicState
Anonymous-291,9_1_1345
ThoracicRegionOfBack,PartOfBack
ThoracicRegionOfBack,23_1_738
Anonymous-292,9_1_1011
Anonymous-292,23_1_876
BetaLipotropin,Peptide
BetaLipotropin,23_1_507
Anonymous-293,9_1_1241
Anonymous-293,23_1_790
Anonymous-294,9_1_1346
Anonymous-294,23_1_143
Anonymous-295,9_1_1347
S4root,SacralNerveRoot
Anonymous-296,9_1_10100
Anonymous-296,23_1_206
Anonymous-297,9_1_11226
Anonymous-297,23_1_880
StructuralFeature,Feature
ElectronMicroscopy,9_1_3496
Anonymous-298,9_1_11195
Anonymous-298,23_1_673
Anonymous-299,9_1_1349
Anonymous-299,23_1_882
EndocrinePancreas,InternalOrgan
EndocrinePancreas,23_1_441
EndocrinePancreas,23_1_4483
EndocrinePancreas,23_1_4484
Anonymous-3,9_1_12948
Anonymous-3,23_1_883
Feature,Phenomenon
Feature,Aspect
UrineSampling,9_1_8301
Anonymous-30,9_1_1351
Anonymous-30,23_1_885
leftSelection,LeftRightSelector
CorpusCallosum,NAMEDNervousSystemPart
Anonymous-300,9_1_11199
Anonymous-300,23_1_673
Anonymous-301,9_1_1353
T5root,ThoracicNerveRoot
Anonymous-302,9_1_1165
Anonymous-302,23_1_682
Anonymous-303,9_1_1288
Anonymous-303,23_1_887
Anonymous-304,9_1_1354
Anonymous-304,23_1_682
Supination,PronatingSupinatingProcess
RadioUlnarJoint,NAMEDLimbJoint
Anonymous-305,9_1_1355
GlansPenisUrethra,9_1_4060
Anonymous-306,9_1_10477
Anonymous-307,9_1_1356
T1root,ThoracicNerveRoot
Anonymous-308,9_1_1221
Anonymous-308,23_1_891
SecondDorsalInterosseusMuscleOfFoot,9_1_6958
Anonymous-309,9_1_10101
Anonymous-309,23_1_687
Anonymous-31,9_1_1357
Anonymous-31,23_1_892
AnteriorIntercostalArtery,IntercostalArtery
AnteriorIntercostalArtery,23_1_1394
InternalThoracicArtery,NAMEDSystemicArtery
InternalThoracicArtery,23_1_440
InternalThoracicArtery,23_1_2648
InternalThoracicArtery,23_1_6229
InternalThoracicArtery,23_1_6230
InternalThoracicArtery,23_1_6231
InternalThoracicArtery,23_1_6232
Anonymous-310,9_1_1011
Anonymous-310,23_1_893
Prolactin,Protein
Prolactin,23_1_507
Anonymous-311,9_1_1358
Anonymous-311,23_1_894
MusculoPhrenicArtery,NAMEDSystemicArtery
MusculoPhrenicArtery,23_1_440
Anonymous-312,9_1_1003
Anonymous-312,23_1_895
BicepsFemoris,NAMEDStriatedMuscle
BicepsFemoris,23_1_257
BicepsFemoris,23_1_2409
BicepsFemoris,23_1_2410
BicepsFemoris,23_1_2411
Anonymous-313,9_1_1288
Anonymous-313,23_1_896
Semitendinosus,NAMEDStriatedMuscle
Semitendinosus,23_1_198
Semitendinosus,23_1_2409
Semitendinosus,23_1_2410
Semitendinosus,23_1_9517
Anonymous-314,9_1_1001
Anonymous-314,23_1_897
QuadratusFemorisMuscle,NAMEDStriatedMuscle
QuadratusFemorisMuscle,23_1_8989
QuadratusFemorisMuscle,23_1_8990
QuadratusFemorisMuscle,23_1_8991
QuadratusFemorisMuscle,23_1_8992
QuadratusFemorisMuscle,23_1_8993
Anonymous-315,9_1_1359
Anonymous-315,23_1_714
Anonymous-316,9_1_1259
Anonymous-316,23_1_780
Anonymous-317,9_1_1360
Anonymous-317,23_1_899
InterphalangealJointOfThumb,9_1_1372
FirstDorsalInterosseusMuscleOfHand,9_1_3821
Anonymous-318,9_1_1361
Anonymous-318,23_1_901
intermittent,TemporalPatternState
Anonymous-319,9_1_13172
Anonymous-319,23_1_673
Anonymous-32,9_1_1362
Anonymous-32,23_1_796
Anonymous-320,9_1_10082
Anonymous-320,23_1_206
Anonymous-321,9_1_9115
Anonymous-321,23_1_902
SkinOfArm,9_1_7179
SkinOfArm,23_1_9671
SkinOfArm,23_1_9672
SkinOfArm,23_1_9673
C5Dermatome,Dermatome
C5Dermatome,23_1_1054
C5Dermatome,23_1_2834
Anonymous-322,9_1_895
Anonymous-322,23_1_903
Anonymous-323,9_1_11240
Anonymous-323,23_1_905
Perineum,NAMEDTrunkBodyPart
Perineum,23_1_16
Perineum,23_1_8332
Perineum,23_1_8333
femaleSex,unambiguousSex
Introitus,SurfaceOpening
Introitus,23_1_16
Introitus,23_1_644
Introitus,23_1_3295
Introitus,23_1_6352
Introitus,23_1_6353
Introitus,23_1_6354
Anonymous-324,9_1_1306
Anonymous-325,9_1_10764
Anonymous-325,23_1_907
PompeDisease,NAMEDSystemicDisease
Anonymous-326,9_1_1366
S5root,SacralNerveRoot
Anonymous-327,9_1_897
Anonymous-327,23_1_909
Anonymous-328,9_1_1245
Anonymous-328,23_1_910
CingulumOfTooth,NAMEDOralCavityBodyPart
Anonymous-329,9_1_1367
Anonymous-33,9_1_10765
Anonymous-33,23_1_913
Iduronidase,AcidHydrolase
ScheieSyndrome,NAMEDSyndrome
Anonymous-330,9_1_10601
Anonymous-330,23_1_915
CytochromeP450C21,CytochromeP450
Anonymous-331,9_1_10667
Anonymous-332,9_1_1370
Anonymous-332,23_1_682
Elevating,MovingUpwards
Anonymous-333,9_1_1011
Anonymous-333,23_1_916
Anonymous-334,9_1_1371
Anonymous-334,23_1_917
BrachioradialisMuscle,NAMEDStriatedMuscle
BrachioradialisMuscle,23_1_202
BrachioradialisMuscle,23_1_257
BrachioradialisMuscle,23_1_2645
Anonymous-335,9_1_10473
Anonymous-335,23_1_919
InterphalangealJoint,NAMEDLimbJoint
Thumb,9_1_7957
Thumb,23_1_10523
Thumb,23_1_10524
Thumb,23_1_10525
Thumb,23_1_10526
Thumb,23_1_10527
Thumb,23_1_10528
FlexorDigitorumSuperficialis,NAMEDStriatedMuscle
FlexorDigitorumSuperficialis,23_1_257
FlexorDigitorumSuperficialis,23_1_5101
FlexorDigitorumSuperficialis,23_1_5102
FlexorDigitorumSuperficialis,23_1_5106
Anonymous-336,9_1_1373
PsychologicalSystem,FunctionalSystem
Anonymous-337,9_1_1314
Anonymous-337,23_1_780
Anonymous-338,9_1_1374
Anonymous-339,9_1_1375
CervicalNerveRoot,SpinalNerveRoot
CervicalNerveRoot,23_1_3116
Anonymous-34,9_1_10102
Anonymous-34,23_1_534
Anonymous-340,9_1_13173
Anonymous-340,23_1_673
Anonymous-341,9_1_1279
Anonymous-342,9_1_1335
Anonymous-342,23_1_924
ExtensorCarpiRadialisLongus,NAMEDStriatedMuscle
ExtensorCarpiRadialisLongus,23_1_202
ExtensorCarpiRadialisLongus,23_1_257
ExtensorCarpiRadialisLongus,23_1_4640
Anonymous-343,9_1_10602
Anonymous-343,23_1_850
Progesterone,NAMEDOrganicComplexChemical
Progesterone,23_1_1465
Progesterone,23_1_4324
Anonymous-344,9_1_1377
DistalPartOfHumerus,9_1_3307
DistalPartOfHumerus,23_1_4164
DistalPartOfHumerus,23_1_4165
DistalPartOfHumerus,23_1_4166
DistalPartOfHumerus,23_1_4167
DistalPartOfHumerus,23_1_4168
DistalPartOfHumerus,23_1_4169
Anonymous-345,9_1_1257
Anonymous-345,23_1_862
Anonymous-346,9_1_10425
Anonymous-348,9_1_10103
Anonymous-348,23_1_206
Anonymous-349,9_1_12922
Anonymous-349,23_1_687
Anonymous-35,9_1_1221
Anonymous-35,23_1_684
Anonymous-350,9_1_1379
Anonymous-350,23_1_928
SkinOfFoot,9_1_7194
S1Dermatome,Dermatome
S1Dermatome,23_1_743
Anonymous-351,9_1_1262
Anonymous-351,23_1_929
Anonymous-352,9_1_10720
Anonymous-352,23_1_206
Anonymous-353,9_1_1381
DegenerativeProcess,AcquiredPathologicalProcess
Anonymous-354,9_1_1382
Anonymous-354,23_1_932
rightSelection,LeftRightSelector
Anonymous-355,9_1_1383
CardiacFunction,9_1_2467
Anonymous-356,9_1_1216
Anonymous-356,23_1_206
Anonymous-357,9_1_1209
Anonymous-357,23_1_834
Anonymous-358,9_1_11189
Anonymous-358,23_1_206
Anonymous-359,9_1_12223
Anonymous-36,9_1_1208
Anonymous-36,23_1_682
Anonymous-360,9_1_12323
Balloon,DeviceComponent
Anonymous-361,9_1_1384
LungParenchyma,9_1_5130
Anonymous-362,9_1_11201
Anonymous-362,23_1_206
Anonymous-363,9_1_10721
Anonymous-363,23_1_206
Anonymous-364,9_1_1269
Anonymous-364,23_1_822
Anonymous-365,9_1_1386
Anonymous-365,23_1_785
EighthIntercostalSpace,IntercostalSpace
EighthIntercostalSpace,23_1_4396
EighthIntercostalSpace,23_1_4397
Anonymous-366,9_1_1387
C6root,CervicalNerveRoot
Anonymous-368,9_1_10766
Anonymous-368,23_1_939
HeparanSulphatase,AcidHydrolase
SanfilipoASyndrome,NAMEDSyndrome
Anonymous-369,9_1_10767
Anonymous-369,23_1_941
CytochromeP450C17,CytochromeP450
PseudohermaphroditicCongenitalAdrenalHyperplasia,CongenitalAdrenalHyperplasia
PseudohermaphroditicCongenitalAdrenalHyperplasia,23_1_342
PseudohermaphroditicCongenitalAdrenalHyperplasia,23_1_8888
PseudohermaphroditicCongenitalAdrenalHyperplasia,23_1_8889
PseudohermaphroditicCongenitalAdrenalHyperplasia,23_1_8890
PseudohermaphroditicCongenitalAdrenalHyperplasia,23_1_8891
Anonymous-37,9_1_1390
Anonymous-37,23_1_534
Cell,OrganicSolidStructure
Cell,MicroscopicStructure
Anonymous-370,9_1_1391
Anonymous-370,23_1_944
Mucus,NAMEDBodySubstance
MucinCell,ConnectiveTissueCell
Anonymous-371,9_1_1392
Anonymous-371,23_1_945
QuadratusPlantaeMuscle,NAMEDStriatedMuscle
Anonymous-372,9_1_10768
Anonymous-372,23_1_947
UroporphyrinogenDecarboxylase,NAMEDEnzyme
FamilialPorphyriaCutaneaTarda,PorphyriaCutaneaTarda
Anonymous-373,9_1_1000
Anonymous-373,23_1_948
Gracilis,NAMEDStriatedMuscle
Gracilis,23_1_257
Gracilis,23_1_373
Anonymous-374,9_1_896
Anonymous-374,23_1_909
Anonymous-375,9_1_1303
Anonymous-375,23_1_949
ThirdPlantarInterosseusMuscleOfFoot,9_1_7923
Anonymous-376,9_1_10669
Anonymous-377,9_1_894
Anonymous-377,23_1_950
Anonymous-378,9_1_10084
Anonymous-378,23_1_534
Anonymous-379,9_1_1251
Anonymous-379,23_1_695
Anonymous-38,9_1_10104
Anonymous-38,23_1_687
Anonymous-380,9_1_1206
Anonymous-380,23_1_778
Anonymous-381,9_1_1395
Anonymous-381,23_1_896
Anonymous-382,9_1_1264
Anonymous-382,23_1_951
Anonymous-383,9_1_11195
Anonymous-383,23_1_687
Anonymous-384,9_1_11197
Anonymous-384,23_1_206
Anonymous-385,9_1_1396
Anonymous-385,23_1_785
SeventhIntercostalSpace,IntercostalSpace
SeventhIntercostalSpace,23_1_4396
SeventhIntercostalSpace,23_1_9565
Anonymous-386,9_1_1354
Anonymous-386,23_1_953
BicepsBrachii,NAMEDStriatedMuscle
BicepsBrachii,23_1_1808
BicepsBrachii,23_1_2407
BicepsBrachii,23_1_2408
Anonymous-387,9_1_1397
Anonymous-387,23_1_954
SerratusAnteriorMuscle,NAMEDStriatedMuscle
SerratusAnteriorMuscle,23_1_1808
Anonymous-388,9_1_12223
Anonymous-389,9_1_1398
Anonymous-389,23_1_955
FlexorCarpiRadialis,NAMEDStriatedMuscle
FlexorCarpiRadialis,23_1_257
FlexorCarpiRadialis,23_1_5100
FlexorCarpiRadialis,23_1_5101
FlexorCarpiRadialis,23_1_5102
Anonymous-39,9_1_1304
Anonymous-39,23_1_682
Anonymous-390,9_1_1399
Anonymous-390,23_1_848
InterphalangealJointOfToe,9_1_4604
Anonymous-391,9_1_12449
Anonymous-391,23_1_959
Testosterone,NAMEDOrganicComplexChemical
Testosterone,23_1_7746
Testis,NAMEDMaleGenitalTractBodyPart
Testis,23_1_440
Testis,23_1_7073
Testis,23_1_8285
Testis,23_1_9843
Testis,23_1_10390
Testis,23_1_10391
Testis,23_1_10392
Testis,23_1_10393
Testis,23_1_10394
Testis,23_1_10395
Testis,23_1_10396
Anonymous-392,9_1_1322
Anonymous-392,23_1_960
FourthLumbricalOfFoot,9_1_3916
Anonymous-393,9_1_1251
Anonymous-393,23_1_961
TibialisAnterior,NAMEDStriatedMuscle
TibialisAnterior,23_1_4641
TibialisAnterior,23_1_10560
Anonymous-394,9_1_1215
Anonymous-394,23_1_682
Anonymous-395,9_1_1400
Anonymous-395,23_1_782
Multiple,Collection
Anonymous-396,9_1_1401
Anonymous-396,23_1_724
Anonymous-397,9_1_13429
Coagulation,ChemicalProcess
liquid,PhysicalStateState
solid,PhysicalStateState
Anonymous-398,9_1_1404
Anonymous-398,23_1_966
InterphalangealJointOfLittleFinger,9_1_4596
FourthLumbricalOfHand,9_1_3917
Anonymous-399,9_1_12799
Anonymous-399,23_1_969
Proportion,QuantityFeature
aHalf,aPart
TibialInterCondylarEminence,9_1_7971
PosteriorCruciateLigament,9_1_6321
Anonymous-4,9_1_1290
Anonymous-4,23_1_970
ExtensorCarpiUlnaris,NAMEDStriatedMuscle
ExtensorCarpiUlnaris,23_1_202
ExtensorCarpiUlnaris,23_1_257
ExtensorCarpiUlnaris,23_1_4640
Anonymous-40,9_1_1406
Magnesium,ElementalChemical
Magnesium,Metal
Magnesium,23_1_272
Anonymous-400,9_1_10768
Anonymous-400,23_1_971
HepatoerythropoieticPorphyria,Porphyria
HepatoerythropoieticPorphyria,23_1_3581
HepatoerythropoieticPorphyria,23_1_5713
Anonymous-401,9_1_1288
Anonymous-401,23_1_972
Semimembranosus,NAMEDStriatedMuscle
Semimembranosus,23_1_198
Semimembranosus,23_1_2410
Semimembranosus,23_1_9514
Anonymous-402,9_1_10081
Anonymous-402,23_1_206
Anonymous-403,9_1_1407
Anonymous-403,23_1_143
Anonymous-404,9_1_1335
Anonymous-404,23_1_955
Anonymous-405,9_1_1408
Anonymous-405,23_1_974
FirstIntercostalSpace,IntercostalSpace
FirstIntercostalSpace,23_1_5069
FirstIntercostalSpace,23_1_5070
SuperiorIntercostalArtery,IntercostalArtery
Anonymous-406,9_1_1409
LumbarRegionOfBack,PartOfBack
Anonymous-407,9_1_11194
Anonymous-407,23_1_206
Anonymous-408,9_1_8650
Anonymous-408,23_1_206
Anonymous-409,9_1_1349
Anonymous-409,23_1_976
Insulin,Peptide
Insulin,23_1_507
Anonymous-41,9_1_1411
Anonymous-41,23_1_873
InterphalangealJointOfIndexFinger,9_1_4595
Anonymous-410,9_1_11243
Anonymous-410,23_1_534
LipoproteinDeposition,9_1_5014
Anonymous-411,9_1_1398
Anonymous-411,23_1_979
PalmarisLongus,NAMEDStriatedMuscle
PalmarisLongus,23_1_257
PalmarisLongus,23_1_5102
PalmarisLongus,23_1_8054
Anonymous-412,9_1_899
Anonymous-412,23_1_980
Anonymous-413,9_1_1413
Anonymous-413,23_1_982
Ureter,NAMEDUrinaryTractBodyPart
Ureter,23_1_10853
Ureter,23_1_10854
Ureter,23_1_10855
Ureter,23_1_10856
Ureter,23_1_10857
Ureter,23_1_10858
Ureter,23_1_10859
MucousMembraneOfUreter,9_1_10515
Anonymous-414,9_1_1414
Anonymous-414,23_1_682
ExternalVersion,VersionRotatingProcess
Anonymous-415,9_1_10769
Anonymous-415,23_1_984
SanfilipoCSyndrome,NAMEDSyndrome
Anonymous-416,9_1_1416
PetrousPartOfTemporalBone,PortionOfTemporalBone
PetrousPartOfTemporalBone,23_1_2603
PetrousPartOfTemporalBone,23_1_8400
PetrousPartOfTemporalBone,23_1_8401
PetrousPartOfTemporalBone,23_1_8402
PetrousPartOfTemporalBone,23_1_8403
PetrousPartOfTemporalBone,23_1_8404
Anonymous-417,9_1_13175
Anonymous-417,23_1_206
Anonymous-418,9_1_13179
Anonymous-418,23_1_206
Anonymous-419,9_1_10770
Anonymous-419,23_1_987
BetaGlucorinidase,AcidHydrolase
SlySyndrome,NAMEDSyndrome
Anonymous-42,9_1_1418
Anonymous-42,23_1_682
Anonymous-420,9_1_1419
GramNegativeCellWall,9_1_9244
Anonymous-421,9_1_11245
Spore,Cell
ReproductiveProcess,NAMEDPhysiologicalProcess
ReproductiveProcess,23_1_5314
Bacillus,Bacterium
Ziehl-NeelsenStaining,OrganicMaterialStaining
Anonymous-422,9_1_1421
Anonymous-422,23_1_143
PotentialCavity,9_1_13075
Anonymous-423,9_1_12450
Anonymous-423,23_1_993
HypothalamicHormone,9_1_10832
Anonymous-424,9_1_1398
Anonymous-424,23_1_682
Anonymous-425,9_1_1001
Anonymous-425,23_1_994
InternalObturatorMuscle,NAMEDStriatedMuscle
InternalObturatorMuscle,23_1_198
InternalObturatorMuscle,23_1_373
Anonymous-426,9_1_893
Anonymous-426,23_1_950
Anonymous-427,9_1_10771
Anonymous-427,23_1_996
BilirubinGlucuronideGlucuronosyltransferase,NAMEDEnzyme
CriglerNajjarSyndrome,NAMEDSyndrome
CriglerNajjarSyndrome,23_1_3780
Anonymous-428,9_1_1370
Anonymous-428,23_1_997
LevatorScapulaeMuscle,NAMEDStriatedMuscle
LevatorScapulaeMuscle,23_1_257
LevatorScapulaeMuscle,23_1_6660
LevatorScapulaeMuscle,23_1_6792
LevatorScapulaeMuscle,23_1_6793
LevatorScapulaeMuscle,23_1_6794
LevatorScapulaeMuscle,23_1_6795
LevatorScapulaeMuscle,23_1_6796
Anonymous-429,9_1_1423
Anonymous-429,23_1_998
PeroneusBrevis,PeroneusMuscle
PeroneusBrevis,23_1_8387
PeroneusBrevis,23_1_8388
Anonymous-43,9_1_1424
Anonymous-43,23_1_892
FifthIntercostalSpace,IntercostalSpace
FifthIntercostalSpace,23_1_5012
FifthIntercostalSpace,23_1_5013
Anonymous-430,9_1_1003
Anonymous-430,23_1_972
Anonymous-431,9_1_1257
Anonymous-431,23_1_924
Anonymous-432,9_1_11200
Anonymous-432,23_1_673
Anonymous-433,9_1_889
Anonymous-433,23_1_682
Anonymous-434,9_1_1425
Anonymous-434,23_1_682
Lowering,MovingDownwards
Anonymous-435,9_1_1304
Anonymous-435,23_1_1000
InfraspinatusMuscle,NAMEDStriatedMuscle
InfraspinatusMuscle,23_1_6110
InfraspinatusMuscle,23_1_6111
InfraspinatusMuscle,23_1_6112
Anonymous-436,9_1_1426
Anonymous-436,23_1_1002
Vein,BloodVessel
Vein,23_1_228
Vein,23_1_11008
Vein,23_1_11009
Vein,23_1_11010
PortalVein,VeinOfPortalSystem
PortalVein,23_1_16
PortalVein,23_1_1002
PortalVein,23_1_1296
PortalVein,23_1_1392
PortalVein,23_1_3833
PortalVein,23_1_5334
PortalVein,23_1_8567
PortalVein,23_1_8568
PortalVein,23_1_8569
PortalVein,23_1_8570
PortalVein,23_1_8571
PortalVein,23_1_8572
PortalVein,23_1_8573
PortalVascularSystem,AnatomicalSystem
PortalVascularSystem,23_1_2517
Anonymous-437,9_1_1427
Anonymous-437,23_1_1004
ProstateGland,NAMEDGland
ProstateGland,23_1_408
ProstateGland,23_1_412
ProstateGland,23_1_8788
ProstateGland,23_1_8789
Anonymous-438,9_1_1428
Anonymous-438,23_1_206
Anonymous-439,9_1_1003
Anonymous-439,23_1_1006
Anonymous-44,9_1_1429
Anonymous-44,23_1_1008
ThirdMetacarpoPhalangealJoint,MetacarpoPhalangealJoint
ThirdMetacarpoPhalangealJoint,23_1_4051
SecondLumbricalOfHand,9_1_6965
Anonymous-440,9_1_10101
Anonymous-440,23_1_673
Anonymous-441,9_1_1430
LeftRegionOfBack,PartOfBack
LeftRegionOfBack,23_1_884
Anonymous-442,9_1_10098
Anonymous-442,23_1_687
Anonymous-443,9_1_1431
T9root,ThoracicNerveRoot
Anonymous-444,9_1_1182
Anonymous-444,23_1_1011
Ocytocin,Peptide
Ocytocin,23_1_507
Anonymous-445,9_1_1226
Anonymous-445,23_1_1012
SecondLumbricalOfFoot,9_1_6964
Anonymous-446,9_1_10772
Anonymous-446,23_1_1014
BetaHexosaminidase,AcidHydrolase
TaySachsDisease,NAMEDSystemicDisease
Anonymous-447,9_1_10544
Anonymous-447,23_1_206
Anonymous-448,9_1_1433
Anonymous-448,23_1_1016
Urethra,NAMEDUrinaryTractBodyPart
Urethra,23_1_6952
Urethra,23_1_10868
Urethra,23_1_10869
Urethra,23_1_10870
Anonymous-449,9_1_1312
Anonymous-449,23_1_682
Anonymous-45,9_1_1434
Anonymous-45,23_1_1018
SubclaviusMuscle,NAMEDStriatedMuscle
SubclaviusMuscle,23_1_1808
SubclaviusMuscle,23_1_9967
SubclaviusMuscle,23_1_10042
Anonymous-450,9_1_1435
Anonymous-450,23_1_440
Condyle,NAMEDSolidBoneDivisions
Condyle,23_1_612
Condyle,23_1_3574
Anonymous-451,9_1_1322
Anonymous-451,23_1_949
Anonymous-452,9_1_886
Anonymous-452,23_1_1019
Anonymous-453,9_1_11208
Anonymous-453,23_1_206
Anonymous-454,9_1_1436
Anonymous-455,9_1_10583
Anonymous-455,23_1_143
Anonymous-456,9_1_10097
Anonymous-456,23_1_673
Anonymous-457,9_1_1437
CervicalRegionOfBack,PartOfBack
CervicalRegionOfBack,23_1_1043
Anonymous-458,9_1_1322
Anonymous-458,23_1_1021
ExtensorDigitorumBrevisOfFoot,NAMEDStriatedMuscle
Anonymous-459,9_1_10773
Anonymous-459,23_1_1023
GlucoseSixPhosphatase,AcidHydrolase
VonGierkesDisease,NAMEDSystemicDisease
Anonymous-46,9_1_10105
Anonymous-46,23_1_534
Anonymous-460,9_1_10068
Anonymous-460,23_1_687
Anonymous-461,9_1_1047
Anonymous-461,23_1_1024
Anonymous-462,9_1_1202
Anonymous-462,23_1_1025
Somatostatin,Peptide
Somatostatin,23_1_507
Anonymous-463,9_1_11212
Anonymous-463,23_1_206
Anonymous-464,9_1_1439
Anonymous-464,23_1_894
Anonymous-465,9_1_1440
Anonymous-465,23_1_682
Anonymous-466,9_1_12800
Anonymous-466,23_1_1026
AnteriorCruciateLigament,9_1_1646
Anonymous-467,9_1_10603
Anonymous-467,23_1_1028
Anonymous-468,9_1_1442
Anonymous-468,23_1_682
Anonymous-469,9_1_889
Anonymous-469,23_1_1030
SupraspinatusMuscle,NAMEDStriatedMuscle
SupraspinatusMuscle,23_1_6110
SupraspinatusMuscle,23_1_6111
SupraspinatusMuscle,23_1_10169
SupraspinatusMuscle,23_1_10170
SupraspinatusMuscle,23_1_10171
Anonymous-47,9_1_10774
Anonymous-47,23_1_1032
AntihaemophilicFactor,BloodClottingFactor
AntihaemophilicFactor,23_1_1462
HaemophiliaA,Haemophilia
Anonymous-470,9_1_1444
Anonymous-470,23_1_1033
Pronation,PronatingSupinatingProcess
PronatorTeres,NAMEDStriatedMuscle
PronatorTeres,23_1_257
PronatorTeres,23_1_2645
PronatorTeres,23_1_5102
Anonymous-471,9_1_1445
TesticularParenchyma,9_1_7875
Anonymous-472,9_1_1446
SacralNerveRoot,SpinalNerveRoot
SacralNerveRoot,23_1_9359
Anonymous-473,9_1_11250
Anonymous-473,23_1_677
InternalBodyStructure,9_1_4571
Anonymous-474,9_1_1288
Anonymous-474,23_1_895
Anonymous-475,9_1_10106
Anonymous-475,23_1_206
Anonymous-476,9_1_1448
Anonymous-476,23_1_682
Anonymous-477,9_1_1449
Anonymous-477,23_1_949
Anonymous-478,9_1_1450
L2root,LumbarNerveRoot
Anonymous-479,9_1_1451
Anonymous-479,23_1_1037
VastusLateralis,NAMEDStriatedMuscle
VastusLateralis,23_1_257
VastusLateralis,23_1_6639
VastusLateralis,23_1_9085
VastusLateralis,23_1_11005
Anonymous-48,9_1_882
Anonymous-48,23_1_785
Anonymous-480,9_1_1401
Anonymous-480,23_1_1038
FlexorDigitiMinimi,NAMEDStriatedMuscle
Anonymous-481,9_1_1452
Anonymous-481,23_1_1039
FourthPalmarInterosseusMuscleOfHand,9_1_3926
Anonymous-482,9_1_1360
Anonymous-482,23_1_790
Anonymous-483,9_1_1398
Anonymous-483,23_1_1040
FlexorDigitorumProfundus,NAMEDStriatedMuscle
FlexorDigitorumProfundus,23_1_198
FlexorDigitorumProfundus,23_1_5101
FlexorDigitorumProfundus,23_1_5102
FlexorDigitorumProfundus,23_1_5105
Anonymous-484,9_1_1211
Anonymous-484,23_1_697
Anonymous-485,9_1_1047
Anonymous-485,23_1_1041
Pregnenalone,NAMEDOrganicComplexChemical
Pregnenalone,23_1_504
Anonymous-486,9_1_12924
Anonymous-486,23_1_534
Anonymous-487,9_1_13077
Anonymous-487,23_1_143
hollow,TopologyState
Anonymous-488,9_1_889
Anonymous-488,23_1_794
Anonymous-489,9_1_13176
Anonymous-489,23_1_206
Anonymous-49,9_1_1454
Neck,HeadOrNeck
Neck,23_1_2257
Neck,23_1_2264
Neck,23_1_6846
Neck,23_1_7597
Neck,23_1_7598
Neck,23_1_7599
Neck,23_1_7600
Neck,23_1_7601
Neck,23_1_7602
Neck,23_1_7603
Neck,23_1_7604
Neck,23_1_7605
Neck,23_1_7606
Neck,23_1_7607
Neck,23_1_7608
Neck,23_1_7609
Neck,23_1_7610
Neck,23_1_7611
Neck,23_1_7612
Neck,23_1_7613
Neck,23_1_7614
Neck,23_1_7615
Neck,23_1_7616
Neck,23_1_7617
Neck,23_1_7618
Neck,23_1_7619
Neck,23_1_7620
Neck,23_1_7621
Neck,23_1_7622
Neck,23_1_7623
Neck,23_1_7624
Neck,23_1_7625
Neck,23_1_7626
Neck,23_1_7627
Neck,23_1_7628
Neck,23_1_7629
Neck,23_1_7630
Neck,23_1_7631
Neck,23_1_7632
Neck,23_1_7633
Anonymous-490,9_1_1208
Anonymous-490,23_1_674
Anonymous-491,9_1_1455
Anonymous-491,23_1_682
Anonymous-492,9_1_10775
Anonymous-492,23_1_1045
SimpleVirilisingCongenitalAdrenalHyperplasia,CongenitalAdrenalHyperplasia
SimpleVirilisingCongenitalAdrenalHyperplasia,23_1_9626
Anonymous-493,9_1_1420
Anonymous-493,23_1_1046
Anonymous-494,9_1_1451
Anonymous-494,23_1_1047
