ABBloodGroupTestResult,9_1_8655
AnteriorAuditoryMeatalWall,9_1_8973
ExternalAuditoryMeatalWall,9_1_3663
AnteriorAuricularMuscle,NAMEDStriatedMuscle
AnteriorAuricularMuscle,23_1_1292
FacialExpressionProcess,CommunicationProcess
FacialExpressionProcess,23_1_4808
FacialExpressionProcess,23_1_4809
FacialExpressionProcess,23_1_4810
FacialExpressionProcess,23_1_4811
FacialExpressionProcess,23_1_4812
FacialExpressionProcess,23_1_4813
FacialExpressionProcess,23_1_4814
FacialExpressionProcess,23_1_4815
FacialExpressionProcess,23_1_4816
FacialExpressionProcess,23_1_4817
FacialExpressionProcess,23_1_4818
FacialExpressionProcess,23_1_4819
FacialExpressionProcess,23_1_4820
FacialExpressionProcess,23_1_4821
FacialExpressionProcess,23_1_4822
FacialExpressionProcess,23_1_4823
FacialExpressionProcess,23_1_4824
FacialExpressionProcess,23_1_4825
FacialExpressionProcess,23_1_4826
FacialExpressionProcess,23_1_4827
AnteriorBasalLeftHeartVentricle,9_1_9661
lowerSelection,UpperLowerPositionSelector
AnteriorBodyWall,9_1_1639
AtLeastPairedBodyWall,9_1_1825
AnteriorBorderOfThyroidLobe,9_1_9041
LobeOfThyroidGland,9_1_5050
LobeOfThyroidGland,23_1_6896
AnteriorCalcanealTubercle,9_1_1640
InferiorCalcanealTubercle,9_1_4481
AnteriorCecalArtery,9_1_1641
AnteriorCecalArtery,23_1_1296
Cecum,NAMEDGITractBodyPart
Cecum,23_1_3005
Cecum,23_1_3006
Cecum,23_1_3007
Cecum,23_1_3008
Cecum,23_1_3009
Cecum,23_1_3010
AnteriorCerebralArtery,CerebralArtery
AnteriorCerebralArtery,23_1_1297
AnteriorCerebralArtery,23_1_1298
AnteriorCerebralArtery,23_1_1299
AnteriorCerebralArtery,23_1_1300
CerebralArtery,NAMEDSystemicArtery
CerebralArtery,23_1_440
CerebralArtery,23_1_1323
AnteriorCerebralCorticalArtery,9_1_1642
AnteriorCerebralCorticalArtery,23_1_1306
AnteriorCerebralCorticalArtery,23_1_1307
AnteriorCerebralBifurcation,NAMEDJunction
AnteriorCerebralBifurcation,23_1_1301
AnteriorCerebralBifurcation,23_1_1302
AnteriorCerebralBifurcation,23_1_1303
AnteriorCerebralBifurcation,23_1_1304
InternalCarotidBifurcation,NAMEDJunction
InternalCarotidBifurcation,23_1_1304
InternalCarotidBifurcation,23_1_6199
InternalCarotidBifurcation,23_1_6200
InternalCarotidBifurcation,23_1_6201
InternalCarotidBifurcation,23_1_6202
InternalCarotidBifurcation,23_1_6203
NAMEDJunction,Junction
CorticalArtery,NAMEDSystemicArtery
CorticalArtery,23_1_198
CorticalArtery,23_1_440
AnteriorCervicalLymphnode,9_1_1643
AnteriorCervicalLymphnode,23_1_440
AnteriorJugularVein,JugularVein
AnteriorJugularVein,23_1_440
AnteriorChamberComponent,9_1_1644
ChamberOfEye,NAMEDBodySpace
ChamberOfEye,23_1_644
ChamberOfEye,23_1_3145
AqueousHumor,NAMEDSensoryPart
AqueousHumor,23_1_643
AqueousHumor,23_1_644
CanalOfSchlemm,Canal
CanalOfSchlemm,23_1_643
CanalOfSchlemm,23_1_644
CiliaryBody,NAMEDSensoryPart
CiliaryBody,23_1_408
CiliaryBody,23_1_643
Iris,NAMEDSensoryPart
Iris,23_1_643
Iris,23_1_644
Iris,23_1_3240
Iris,23_1_6365
Lens,NAMEDSensoryPart
Lens,23_1_643
Lens,23_1_644
Lens,23_1_5828
Lens,23_1_6365
Lens,23_1_6765
Lens,23_1_6766
PupilOfEye,9_1_6592
PupilOfEye,23_1_643
PupilOfEye,23_1_644
CiliaryMuscle,NAMEDStriatedMuscle
CiliaryMuscle,23_1_3240
CiliaryMuscle,23_1_3241
DilatorPupillaeMuscle,NAMEDMuscle
DilatorPupillaeMuscle,23_1_3241
DilatorPupillaeMuscle,23_1_4083
SphincterPupillaeMuscle,NAMEDMuscle
SphincterPupillaeMuscle,23_1_3241
SphincterPupillaeMuscle,23_1_4083
AnteriorChoroidalArtery,ChoroidalArtery
AnteriorChoroidalArtery,23_1_1319
AnteriorChoroidalArtery,23_1_1320
ChoroidalArtery,NAMEDSystemicArtery
ChoroidalArtery,23_1_1323
ChoroidPlexus,NAMEDVascularPlexus
AnteriorCircumflexHumeralArtery,CircumflexHumeralArtery
CircumflexHumeralArtery,NAMEDSystemicArtery
CircumflexHumeralArtery,23_1_198
CircumflexHumeralArtery,23_1_1802
AnteriorClinoidProcess,ClinoidProcess
AnteriorClinoidProcess,23_1_1321
ClinoidProcess,NAMEDSolidBoneDivisions
ClinoidProcess,23_1_440
TentoriumCerebelli,NAMEDNervousSystemPart
TentoriumCerebelli,23_1_10382
AnteriorCommunicatingArtery,CommunicatingArtery
AnteriorCommunicatingArtery,23_1_1322
AnteriorCommunicatingArtery,23_1_1323
CommunicatingArtery,NAMEDSystemicArtery
CommunicatingArtery,23_1_198
MiddleCerebralTrifurcation,NAMEDJunction
MiddleCerebralTrifurcation,23_1_1304
MiddleCerebralTrifurcation,23_1_6200
MiddleCerebralTrifurcation,23_1_6202
MiddleCerebralTrifurcation,23_1_7358
MiddleCerebralTrifurcation,23_1_7359
CranialCavity,9_1_3010
CranialCavity,23_1_2659
CranialCavity,23_1_3715
CranialCavity,23_1_3716
CranialCavity,23_1_3717
CranialCavity,23_1_3718
CranialCavity,23_1_3719
CranialCavity,23_1_3720
CranialCavity,23_1_3721
CranialCavity,23_1_3722
CranialCavity,23_1_3723
CranialCavity,23_1_3724
CranialCavity,23_1_3725
CranialCavity,23_1_3726
CranialCavity,23_1_3727
CranialCavity,23_1_3728
CranialCavity,23_1_3729
CranialCavity,23_1_3730
CranialCavity,23_1_3731
CranialCavity,23_1_3732
CranialCavity,23_1_3733
CranialCavity,23_1_3734
CranialCavity,23_1_3735
CranialCavity,23_1_3736
CranialCavity,23_1_3737
CranialCavity,23_1_3738
CranialCavity,23_1_3739
CranialCavity,23_1_3740
CranialCavity,23_1_3741
CranialCavity,23_1_3742
CranialCavity,23_1_3743
CranialCavity,23_1_3744
CranialCavity,23_1_3745
CranialCavity,23_1_3746
CranialCavity,23_1_3747
CranialCavity,23_1_3748
CranialCavity,23_1_3749
CranialCavity,23_1_3750
AnteriorCoronaryPlexus,NAMEDNervePlexus
AnteriorCranialFossa,CranialFossa
AnteriorCranialFossa,23_1_612
AnteriorCranialFossa,23_1_1324
AnteriorCranialFossa,23_1_1325
AnteriorCranialFossa,23_1_1326
AnteriorCranialFossa,23_1_1327
AnteriorCranialFossa,23_1_1328
AnteriorCranialFossa,23_1_1329
AnteriorCranialFossa,23_1_1330
AnteriorCranialFossa,23_1_1331
AnteriorCranialFossa,23_1_1332
AnteriorCranialFossa,23_1_1333
AnteriorCranialFossa,23_1_1334
AnteriorCranialFossa,23_1_1335
CranialFossa,NAMEDFossa
CranialFossa,23_1_3751
BaseOfSkull,9_1_2053
BaseOfSkull,23_1_2324
BaseOfSkull,23_1_2325
BaseOfSkull,23_1_2326
BaseOfSkull,23_1_2327
BaseOfSkull,23_1_2328
BaseOfSkull,23_1_2329
BaseOfSkull,23_1_2330
BaseOfSkull,23_1_2331
FloorOfAnteriorCranialFossa,9_1_3862
FloorOfAnteriorCranialFossa,23_1_1201
FloorOfAnteriorCranialFossa,23_1_2527
FloorOfAnteriorCranialFossa,23_1_5111
FloorOfAnteriorCranialFossa,23_1_5112
FloorOfAnteriorCranialFossa,23_1_5113
FloorOfAnteriorCranialFossa,23_1_5114
FloorOfAnteriorCranialFossa,23_1_5115
AnteriorEthmoidalNerve,NAMEDNerve
AnteriorEthmoidalNerve,23_1_254
AnteriorEthmoidalNerve,23_1_1358
AnteriorPartOfCerebralHemisphere,9_1_8976
AnteriorPartOfCerebralHemisphere,23_1_1416
CisternaAmbiens,NAMEDCisterna
CisternaAmbiens,23_1_1416
CisternaAmbiens,23_1_3255
CisternaAmbiens,23_1_3256
CisternaChiasmatis,NAMEDCisterna
CisternaChiasmatis,23_1_1416
CisternaChiasmatis,23_1_3255
CisternaChiasmatis,23_1_3256
CisternaFossaeLateralisCerebri,NAMEDCisterna
CisternaFossaeLateralisCerebri,23_1_1416
CisternaFossaeLateralisCerebri,23_1_3255
CisternaFossaeLateralisCerebri,23_1_3256
FalxCerebri,NAMEDFalx
FalxCerebri,23_1_4864
FrontalLobe,CerebralLobe
FrontalLobe,23_1_5275
FrontalLobe,23_1_5276
FrontalLobe,23_1_5277
OlfactoryBulb,9_1_5773
OlfactoryBulb,23_1_7823
OlfactoryNerve,CranialNerve
OlfactoryNerve,23_1_7827
OlfactoryNerve,23_1_7828
CruciateLigament,NAMEDLigament
CruciateLigament,23_1_3353
AnteriorCuspOfPulmonaryValve,9_1_9682
AnteriorDeepTemporalArtery,DeepTemporalArtery
DeepTemporalArtery,TemporalArtery
AnteriorDivisionOfFemoralNerve,NAMEDNerve
AnteriorDivisionOfFemoralNerve,23_1_254
AnteriorDivisionOfFemoralNerve,23_1_1336
AnteriorDivisionOfFemoralNerve,23_1_1337
AnteriorDivisionOfFemoralNerve,23_1_1338
AnteriorDivisionOfFemoralNerve,23_1_1339
IntermediateCutaneousNerveOfThigh,NAMEDNerve
IntermediateCutaneousNerveOfThigh,23_1_254
IntermediateCutaneousNerveOfThigh,23_1_1355
MedialCutaneousNerveOfThigh,NAMEDNerve
MedialCutaneousNerveOfThigh,23_1_1355
FemoralNerve,NAMEDNerve
FemoralNerve,23_1_254
FemoralNerve,23_1_1354
FemoralNerve,23_1_4955
FemoralNerve,23_1_4956
FemoralNerve,23_1_4957
FemoralNerve,23_1_4958
FemoralNerve,23_1_4959
FemoralNerve,23_1_4960
AnteriorDivisionOfInternalIliacArtery,NAMEDSystemicArtery
AnteriorDivisionOfInternalIliacArtery,23_1_440
AnteriorDivisionOfInternalIliacArtery,23_1_1340
AnteriorDivisionOfInternalIliacArtery,23_1_1341
AnteriorDivisionOfInternalIliacArtery,23_1_1342
AnteriorDivisionOfInternalIliacArtery,23_1_1343
AnteriorDivisionOfInternalIliacArtery,23_1_1344
AnteriorDivisionOfInternalIliacArtery,23_1_1345
AnteriorDivisionOfInternalIliacArtery,23_1_1346
AnteriorDivisionOfInternalIliacArtery,23_1_1347
InferiorGlutealArtery,NAMEDSystemicArtery
InferiorGlutealArtery,23_1_440
InferiorVesicalArtery,VesicalArtery
InferiorVesicalArtery,23_1_440
InternalPudendalArtery,PudendalArtery
InternalPudendalArtery,23_1_6225
MiddleRectalArtery,RectalArtery
MiddleRectalArtery,23_1_440
ObturatorArtery,NAMEDSystemicArtery
ObturatorArtery,23_1_440
UterineArtery,NAMEDSystemicArtery
UterineArtery,23_1_440
VaginalArtery,NAMEDSystemicArtery
VaginalArtery,23_1_440
AnteriorDivisionOfObturatorNerve,NAMEDNerve
AnteriorDivisionOfObturatorNerve,23_1_1348
AnteriorDivisionOfObturatorNerve,23_1_1349
AnteriorDivisionOfObturatorNerve,23_1_1350
AnteriorDivisionOfObturatorNerve,23_1_1351
AnteriorDivisionOfObturatorNerve,23_1_1352
AnteriorDivisionOfObturatorNerve,23_1_1353
AnteriorDivisionOfObturatorNerve,23_1_1354
AnteriorDivisionOfObturatorNerve,23_1_1355
ObturatorNerve,NAMEDNerve
ObturatorNerve,23_1_254
ObturatorNerve,23_1_440
ObturatorNerve,23_1_7788
ObturatorNerve,23_1_7789
FemoralArtery,NAMEDSystemicArtery
FemoralArtery,23_1_240
FemoralArtery,23_1_242
FemoralArtery,23_1_4941
FemoralArtery,23_1_4942
AnteriorEthmoidSinus,9_1_1647
EthmoidSinus,9_1_3627
EthmoidSinus,23_1_440
EthmoidSinus,23_1_4600
AnteriorEthmoidalArtery,9_1_1648
AnteriorEthmoidalArtery,23_1_1356
AnteriorEthmoidalArtery,23_1_1357
EthmoidalArtery,NAMEDSystemicArtery
EthmoidalArtery,23_1_677
EthmoidalArtery,23_1_1323
LateralNasalBranchOfAnteriorEthmoidalArtery,NAMEDSystemicArtery
LateralNasalBranchOfAnteriorEthmoidalArtery,23_1_1667
LateralNasalBranchOfAnteriorEthmoidalArtery,23_1_1668
LateralNasalBranchOfAnteriorEthmoidalArtery,23_1_6637
NasalSeptum,Septum
NasalSeptum,23_1_489
NasalSeptum,23_1_7571
NasalSeptum,23_1_7572
Orbit,ComplexSkeletalStructure
Orbit,23_1_440
Orbit,23_1_1327
Orbit,23_1_7364
Orbit,23_1_7368
Orbit,23_1_7373
Orbit,23_1_7384
Orbit,23_1_7911
Orbit,23_1_7912
Orbit,23_1_7913
Orbit,23_1_7914
Orbit,23_1_7915
Orbit,23_1_7916
Orbit,23_1_7917
Orbit,23_1_7918
Orbit,23_1_7919
Orbit,23_1_7920
Orbit,23_1_7921
Orbit,23_1_7922
Orbit,23_1_7923
Orbit,23_1_7924
Orbit,23_1_7925
Orbit,23_1_7926
Orbit,23_1_7927
Orbit,23_1_7928
Orbit,23_1_7929
Orbit,23_1_7930
Orbit,23_1_7931
AnteriorFascialCompartment,9_1_1649
FascialCompartment,GenericInternalStructure
FascialCompartment,23_1_4870
AnteriorFascialCompartmentOfArm,9_1_1650
AnteriorFascialCompartmentOfArm,23_1_1360
AnteriorFascialCompartmentOfArm,23_1_1361
AnteriorFascialCompartmentOfArm,23_1_1362
AnteriorFascialCompartmentOfForearm,9_1_1651
AnteriorFascialCompartmentOfForearm,23_1_1364
AnteriorFascialCompartmentOfForearm,23_1_1365
AnteriorFascialCompartmentOfForearm,23_1_1366
AnteriorFascialCompartmentOfForearm,23_1_1367
AnteriorFascialCompartmentOfForearm,23_1_1368
AnteriorFascialCompartmentOfForearm,23_1_1369
AnteriorFascialCompartmentOfForearm,23_1_1370
AnteriorFascialCompartmentOfForearm,23_1_1371
AnteriorFascialCompartmentOfLeg,9_1_1652
AnteriorFascialCompartmentOfLeg,23_1_1373
AnteriorFascialCompartmentOfLeg,23_1_1374
AnteriorFascialCompartmentOfLeg,23_1_1375
AnteriorFascialCompartmentOfLeg,23_1_1376
AnteriorFascialCompartmentOfThigh,9_1_1653
AnteriorFascialCompartmentOfThigh,23_1_1378
AnteriorFascialCompartmentOfThigh,23_1_1379
AnteriorFascialCompartmentOfThigh,23_1_1380
AnteriorFascialCompartmentOfThigh,23_1_1381
IlioPsoasMuscle,PsoasMuscle
IlioPsoasMuscle,23_1_5926
IlioPsoasMuscle,23_1_5927
IlioPsoasMuscle,23_1_5928
AnteriorFascicleOfLeftBundleBranch,9_1_1654
FascicularBranchOfLeftBundleBranch,9_1_3730
FascicularBranchOfLeftBundleBranch,23_1_677
Flexion,HingeArticulationProcess
AnteriorFontanelle,Fontanelle
AnteriorFontanelle,23_1_1382
Fontanelle,GenericInternalStructure
Cranium,ComplexSkeletalStructure
Cranium,23_1_16
Cranium,23_1_2635
Cranium,23_1_3758
Cranium,23_1_3759
Cranium,23_1_3760
Cranium,23_1_3761
Cranium,23_1_3762
Cranium,23_1_3763
Cranium,23_1_3764
Cranium,23_1_3765
Cranium,23_1_3766
Cranium,23_1_3767
Cranium,23_1_3768
Cranium,23_1_3769
Cranium,23_1_3770
AnteriorGastricWall,9_1_8787
AnteriorHeartWall,HeartWall
HeartWall,9_1_4235
HeartWall,23_1_1727
HeartWall,23_1_5682
AnteriorHornCell,Neuron
Neuron,NAMEDNervousSystemPart
AnteriorHornOfLateralMensicus,9_1_9185
AnteriorHornOfLateralMensicus,23_1_1384
Horn,GenericInternalStructure
LateralMeniscus,9_1_9104
TransverseLigamentOfKnee,NAMEDLigament
TransverseLigamentOfKnee,23_1_10676
TransverseLigamentOfKnee,23_1_10677
AnteriorHornOfMedialMensicus,9_1_9186
AnteriorHornOfMedialMensicus,23_1_1386
MedialMeniscus,9_1_9105
AnteriorHypothalamicNucleus,IntracranialNucleus
IntracranialNucleus,Nucleus
IntracranialNucleus,23_1_1323
IntracranialNucleus,23_1_2659
AnteriorHypothalamus,PartOfHypothalamus
AnteriorHypothalamus,23_1_1387
AnteriorHypothalamus,23_1_1388
AnteriorHypothalamus,23_1_1389
AnteriorHypothalamus,23_1_1390
PartOfHypothalamus,9_1_5973
ParaventricularNucleus,IntracranialNucleus
PreopticNucleus,IntracranialNucleus
PreopticNucleus,23_1_440
SupraopticNucleus,IntracranialNucleus
AnteriorInferiorCerebellarArtery,InferiorCerebellarArtery
AnteriorInferiorCerebellarArtery,23_1_419
AnteriorInferiorCerebellarArtery,23_1_1391
InferiorCerebellarArtery,CerebellarArtery
LabyrinthineArtery,NAMEDSystemicArtery
LabyrinthineArtery,23_1_419
LabyrinthineArtery,23_1_1323
LabyrinthineArtery,23_1_6551
AnteriorInferiorIliacSpine,9_1_9189
IliacSpine,InternalRegion
IliacSpine,23_1_827
AnteriorInferiorPancreaticoduodenalArtery,9_1_8677
AnteriorInferiorPancreaticoduodenalArtery,23_1_1392
AnteriorInferiorPancreaticoduodenalArtery,23_1_1393
IntercostalArtery,NAMEDSystemicArtery
IntercostalArtery,23_1_198
IntercostalArtery,23_1_254
IntercostalArtery,23_1_440
IntercostalArtery,23_1_6170
MammaryGland,NAMEDGland
MammaryGland,23_1_440
MammaryGland,23_1_644
MammaryGland,23_1_7092
MammaryGland,23_1_7093
MammaryGland,23_1_7094
MammaryGland,23_1_7095
MammaryGland,23_1_7096
MammaryGland,23_1_7097
MammaryGland,23_1_7098
MammaryGland,23_1_7099
MammaryGland,23_1_7100
MammaryGland,23_1_7101
MammaryGland,23_1_7102
MammaryGland,23_1_7103
MammaryGland,23_1_7104
AnteriorIntercostalVein,IntercostalVein
IntercostalVein,NAMEDSystemicVein
IntercostalVein,23_1_440
IntercostalVein,23_1_6170
AnteriorInterosseousArtery,InterosseousArtery
AnteriorInterosseousArtery,23_1_614
AnteriorInterosseousArtery,23_1_1395
AnteriorInterosseousArtery,23_1_1396
AnteriorInterosseousArtery,23_1_1397
InterosseousArtery,NAMEDSystemicArtery
InterosseousArtery,23_1_198
InterosseousArtery,23_1_258
MedianArtery,NAMEDSystemicArtery
MedianArtery,23_1_258
RadialNutrientArtery,9_1_6631
RadialNutrientArtery,23_1_258
UlnarNutrientArtery,9_1_8162
UlnarNutrientArtery,23_1_258
AnteriorInterosseousNerve,NAMEDNerve
AnteriorInterosseousNerve,23_1_254
AnteriorInterosseousNerve,23_1_1398
AnteriorInterosseousNerve,23_1_1399
JugularVein,NAMEDSystemicVein
AnteriorLacrimalCrest,9_1_1655
AnteriorLacrimalCrest,23_1_1400
LacrimalCrest,9_1_4812
PalpebralLigament,NAMEDLigament
PalpebralLigament,23_1_8055
PalpebralLigament,23_1_8056
AnteriorLeafletOfMitralValve,9_1_9153
AnteriorLeafletOfMitralValve,23_1_1402
MitralValve,9_1_9203
MitralValve,23_1_7431
MitralValve,23_1_7432
MitralValve,23_1_7433
AnteriorMitralChordae,9_1_1658
AnteriorMitralChordae,23_1_1412
AnteriorMitralChordae,23_1_1413
AnteriorLeafletOfTricuspidValve,9_1_9154
AnteriorLeafletOfTricuspidValve,23_1_1403
AnteriorTricuspidChordae,9_1_1669
LobeOfPituitaryGland,9_1_5044
LobeOfPituitaryGland,23_1_677
AnteriorLongitudinalLigament,LongitudinalLigament
AnteriorLongitudinalLigament,23_1_1404
AnteriorLongitudinalLigament,23_1_1405
AnteriorLongitudinalLigament,23_1_1406
LongitudinalLigament,NAMEDLigament
LongitudinalLigament,23_1_3314
TubercleOfAtlas,9_1_8120
Vertebra,Bone
Vertebra,23_1_553
Vertebra,23_1_3314
Vertebra,23_1_9875
Vertebra,23_1_11039
Vertebra,23_1_11040
Vertebra,23_1_11041
Vertebra,23_1_11042
Vertebra,23_1_11043
Vertebra,23_1_11044
Sacrum,ComplexSkeletalStructure
Sacrum,23_1_3314
Sacrum,23_1_9371
Sacrum,23_1_9372
Sacrum,23_1_9373
AnteriorMedianFissureOfSpinalCord,9_1_9193
Fissure,GenericBodyStructure
AnteriorMediastinum,9_1_1657
PartOfInferiorMediastinum,9_1_5974
AnteriorMeningealArtery,MeningealArtery
AnteriorMeniscofemoralLigament,MeniscofemoralLigament
AnteriorMeniscofemoralLigament,23_1_1408
AnteriorMeniscofemoralLigament,23_1_1409
MeniscofemoralLigament,NAMEDLigament
MeniscofemoralLigament,23_1_3353
MedialFemoralCondyle,9_1_9146
MedialFemoralCondyle,23_1_6629
HeadOfTibia,9_1_4205
AnteriorMetacarpalArtery,NAMEDSystemicArtery
AnteriorMetacarpalArtery,23_1_198
AnteriorMidLeftHeartVentricle,9_1_9662
middleSelection,MiddleValueSelector
ChordaeTendinae,NAMEDTendon
ChordaeTendinae,23_1_3218
ChordaeTendinae,23_1_3219
AnteriorTricuspidPapillaryMuscle,9_1_1670
AnterolateralMitralPapillaryMuscle,9_1_1677
AnteriorMyocardium,9_1_1659
AnteriorNasalSpine,NAMEDSolidBoneDivisions
AnteriorNasalSpine,23_1_550
AnteriorPalatineNerve,NAMEDNerve
AnteriorPalatineNerve,23_1_254
AnteriorPerforatedSubstance,9_1_1660
PerforatedSubstance,NAMEDNervousSystemPart
PerforatedSubstance,23_1_677
PerforatedSubstance,23_1_8288
AnteriorPharyngealWall,9_1_1661
PharyngealWall,9_1_6204
PharyngealWall,23_1_612
AnteriorPoleOfOcularLens,9_1_1662
PoleOfOcularLens,9_1_6268
AnteriorPosteriorChangeInPositionState,ChangeInPositionState
ChangeInPositionState,PositionState
AnteriorPosteriorPosition,Position
Position,StructuralFeature
AnteriorPosteriorPositionSelector,AbsolutePositionSelector
AnteriorPyramidalTract,9_1_1663
SectionOfPyramidalTract,9_1_6996
VentralWhiteColumn,WhiteColumn
AnteriorRectalWall,9_1_8977
AnteriorRectalWall,23_1_1419
RectalWall,9_1_1457
RectoVaginalSeptum,Septum
RectoVaginalSeptum,23_1_9070
RectoVaginalSeptum,23_1_9071
AnteriorRoute,9_1_1664
AnteriorSacralFascia,9_1_1665
SacralFascia,NAMEDFascia
SacralFascia,23_1_677
AnteriorSpinalArtery,SpinalArtery
AnteriorSpinalArtery,23_1_419
AnteriorSpinalArtery,23_1_1323
AnteriorSpinalArtery,23_1_1420
SpinalArtery,NAMEDSystemicArtery
SpinalArtery,23_1_614
AnteriorSpinalNerveRoot,9_1_1666
AnteriorStabilityOfKneeJoint,9_1_11292
Scope,ProcessFeature
AnteriorSuperiorAlveolarNerve,NAMEDNerve
AnteriorSuperiorAlveolarNerve,23_1_254
AnteriorSuperiorAlveolarNerve,23_1_1421
AnteriorSuperiorAlveolarNerve,23_1_1422
AnteriorSuperiorAlveolarNerve,23_1_1423
AnteriorSuperiorAlveolarNerve,23_1_1424
Canine,Tooth
Canine,23_1_32
Incisor,Tooth
Incisor,23_1_32
NasalAntrum,NAMEDRespiratoryBodyPart
NasalAntrum,23_1_489
AnteriorSuperiorIliacSpine,9_1_9190
superiorSelection,SuperiorInferiorPositionSelector
AnteriorSuperiorPancreaticoduodenalArtery,9_1_8678
AnteriorSuperiorPancreaticoduodenalArtery,23_1_1426
AnteriorSurfaceOfAdrenalGland,9_1_9048
AnteriorSurfaceOfCalcaneum,SurfaceOfCalcaneum
SurfaceOfCalcaneum,9_1_7550
AnteriorSurfaceOfKidney,9_1_9049
AnteriorSurfaceOfLiver,RegionOfDiaphragmaticSurfaceOfLiver
RegionOfDiaphragmaticSurfaceOfLiver,9_1_6688
AnteriorSurfaceOfPancreas,9_1_9050
AnteriorSurfaceOfScapula,9_1_1667
AnteriorSurfaceOfScapula,23_1_1430
AnteriorSurfaceOfScapula,23_1_1431
SurfaceOfScapula,9_1_12392
InfraspinousFossa,NAMEDFossa
InfraspinousFossa,23_1_6100
InfraspinousFossa,23_1_6113
InfraspinousFossa,23_1_6114
SupraspinousFossa,NAMEDFossa
SupraspinousFossa,23_1_6113
SupraspinousFossa,23_1_6114
SupraspinousFossa,23_1_10150
AnteriorTaloFibularLigament,LateralAnkleLigament
LateralAnkleLigament,AnkleLigament
AnteriorTerminalBranchOfIntercostalNerve,NAMEDNerve
AnteriorThalamicNucleus,IntracranialNucleus
AnteriorTibialArtery,NAMEDSystemicArtery
AnteriorTibialArtery,23_1_198
AnteriorTibialArtery,23_1_614
AnteriorTibialArtery,23_1_1432
AnteriorTibialArtery,23_1_1433
AnteriorTibialArtery,23_1_1434
DorsalisPedisArtery,NAMEDSystemicArtery
DorsalisPedisArtery,23_1_1433
DorsalisPedisArtery,23_1_4245
AnteriorTibialVenaeCommitante,NAMEDSystemicVein
AnteriorTibialVenaeCommitante,23_1_198
AnteriorTibialVenaeCommitante,23_1_1434
AnteriorTooth,9_1_1668
AnteriorTwoThirdsOfDivisionOfTongue,9_1_1671
AnteriorTwoThirdsOfDivisionOfTongue,23_1_1436
PartOfDivisionOfTongue,9_1_5968
PartOfDorsumOfTongue,9_1_5969
AnteriorTwoThirdsOfSoildDivisionOfTongue,9_1_1673
AnteriorTwoThirdsOfSoildDivisionOfTongue,23_1_1437
PartOfSolidDivisionOfTongue,9_1_5995
BodyOfTongue,9_1_2231
BodyOfTongue,23_1_16
BodyOfTongue,23_1_2561
BodyOfTongue,23_1_2562
BodyOfTongue,23_1_2563
BodyOfTongue,23_1_2564
AnteriorUlnarRecurrentArtery,UlnarRecurrentArtery
UlnarRecurrentArtery,NAMEDSystemicArtery
UlnarRecurrentArtery,23_1_198
UlnarRecurrentArtery,23_1_258
AnteriorUvea,NAMEDSensoryPart
AnteriorUvea,23_1_1312
AnteriorUvea,23_1_1313
NAMEDSensoryPart,NAMEDBodyPart
NAMEDSensoryPart,23_1_440
AnteriorUveitis,9_1_1674
AnteriorVaginalWall,9_1_8978
VaginalWall,9_1_8355
VaginalWall,23_1_408
VaginalWall,23_1_10964
AnteriorVagusNerve,NAMEDNerve
AnteriorVagusNerve,23_1_440
AnteriorVagusNerve,23_1_1440
VagusNerve,CranialNerve
VagusNerve,23_1_3668
VagusNerve,23_1_10965
VagusNerve,23_1_10966
VagusNerve,23_1_10967
VagusNerve,23_1_10968
VagusNerve,23_1_10969
VagusNerve,23_1_10970
AnteroLateralRoute,9_1_8662
AnteroRetrogradeSelector,DirectionalSelector
DirectionalSelector,StructuralSelector
AnterogradeAmnesia,9_1_1675
anterogradeSelection,AnteroRetrogradeSelector
MenstrualFlow,9_1_5296
MenstrualFlow,23_1_7295
AnterogradeRoute,9_1_8664
TubularBodyStructure,9_1_10431
AnterolateralFontanelle,Fontanelle
AnterolateralFontanelle,23_1_1382
AnterolateralHeartWall,HeartWall
Anthocerotopsida,LandPlant
LandPlant,Plant
Anthopsis,Dematiacea
Anthracite,NAMEDInorganicSubstance
AnthracyclineChemical,9_1_1678
AnthracyclineChemicalAsDrug,9_1_1679
AnthraquinoneGlycoside,NAMEDActiveDrugIngredient
AnthraquinoneGlycoside,23_1_1444
GlycosideGroup,DrugChemicalGroup
AnthraxVaccine,9_1_13056
Immunity,NAMEDImmunologicalProcess
BacillusAnthracis,Bacillus
Anthropoid,Primate
Primate,Eutheria
AntiCardiolipinAntibody,9_1_1681
Immunoglobulin,Glycoprotein
Immunoglobulin,Globulin
Immunoglobulin,23_1_5941
Cardiolipin,Phospholipid
AntiDImmunoglobulin,9_1_1682
RhesusDAntigen,BloodGroupAntigen
AntiDImmunoglobulinDrugIngredient,9_1_1683
AntiDiuresis,9_1_9197
Excretion,Secretion
decreasedActivityLevel,9_1_10627
AntiDiureticHormoneDrug,9_1_1684
AntiPhospholipidAntibody,9_1_1685
Phospholipid,Lipid
Antiandrogen,9_1_1686
AntiandrogenicRole,SexHormoneRole
AntiandrogenAsDrug,9_1_1687
AntiandrogenicHormone,9_1_1688
AntibioticAssociatedColitis,9_1_1689
ColitisLesion,9_1_2720
AntibioticDrug,9_1_13426
DrugPhysiologicalEffect,DrugEffect
LifeDamagingProcess,NAMEDOrganismProcess
AntibioticProcess,NAMEDDrugClinicalFeature
